bench,bass_time,cvc5_time,ostrich_time,z3_time
benchmark_0376.smt2,120.0,120.0,3.67,0.06
benchmark_0140.smt2,120.0,120.0,3.76,0.06
benchmark_0041.smt2,120.0,120.0,3.91,0.06
benchmark_0242.smt2,120.0,120.0,4.25,0.07
benchmark_0221.smt2,120.0,120.0,3.94,0.07
benchmark_0379.smt2,120.0,120.0,3.79,0.06
benchmark_0356.smt2,120.0,120.0,4.23,0.06
benchmark_0434.smt2,120.0,120.0,3.67,0.06
benchmark_0411.smt2,120.0,120.0,4.06,0.06
benchmark_0110.smt2,120.0,120.0,3.94,0.07
benchmark_0277.smt2,120.0,120.0,3.74,0.07
benchmark_0301.smt2,120.0,120.0,3.72,0.07
benchmark_0291.smt2,120.0,120.0,3.9,0.07
benchmark_0446.smt2,120.0,120.0,3.64,0.07
benchmark_0281.smt2,120.0,120.0,3.75,0.07
benchmark_0425.smt2,120.0,120.0,3.94,0.07
benchmark_0443.smt2,120.0,120.0,3.94,0.07
benchmark_0481.smt2,120.0,120.0,3.75,0.07
benchmark_0269.smt2,120.0,120.0,3.83,0.07
benchmark_0132.smt2,120.0,120.0,3.88,0.07
benchmark_0478.smt2,120.0,120.0,3.79,0.07
benchmark_0173.smt2,120.0,120.0,4.08,0.06
benchmark_0023.smt2,120.0,120.0,4.12,0.06
benchmark_0147.smt2,120.0,120.0,3.77,0.06
benchmark_0237.smt2,120.0,120.0,3.7,0.06
benchmark_0414.smt2,120.0,120.0,3.69,0.06
benchmark_0405.smt2,120.0,120.0,3.79,0.06
benchmark_0279.smt2,120.0,120.0,3.89,0.06
benchmark_0338.smt2,120.0,120.0,3.73,0.07
benchmark_0231.smt2,120.0,120.0,3.81,0.06
benchmark_0418.smt2,120.0,120.0,3.61,0.06
benchmark_0127.smt2,120.0,120.0,3.78,0.08
benchmark_0144.smt2,120.0,120.0,3.66,0.07
benchmark_0324.smt2,120.0,120.0,3.84,0.07
benchmark_0078.smt2,120.0,120.0,3.76,0.07
benchmark_0357.smt2,120.0,120.0,3.71,0.07
benchmark_0045.smt2,120.0,120.0,3.93,0.06
benchmark_0105.smt2,120.0,120.0,3.83,0.07
benchmark_0234.smt2,120.0,120.0,3.69,0.07
benchmark_0329.smt2,120.0,120.0,3.77,0.06
benchmark_0100.smt2,120.0,120.0,3.74,0.07
benchmark_0007.smt2,120.0,120.0,3.76,0.07
benchmark_0348.smt2,120.0,120.0,3.97,0.07
benchmark_0427.smt2,120.0,120.0,4.14,0.07
benchmark_0202.smt2,120.0,120.0,3.8,0.07
benchmark_0148.smt2,120.0,120.0,3.92,0.07
benchmark_0394.smt2,120.0,120.0,3.9,0.07
benchmark_0303.smt2,120.0,120.0,3.88,0.07
benchmark_0458.smt2,120.0,120.0,3.77,0.06
benchmark_0276.smt2,120.0,120.0,3.83,0.07
benchmark_0308.smt2,120.0,120.0,3.74,0.07
benchmark_0295.smt2,120.0,120.0,3.98,0.07
benchmark_0352.smt2,120.0,120.0,3.91,0.06
benchmark_0119.smt2,120.0,120.0,3.87,0.06
benchmark_0211.smt2,120.0,120.0,4.09,0.06
benchmark_0438.smt2,120.0,120.0,3.84,0.07
benchmark_0026.smt2,120.0,120.0,3.72,0.06
benchmark_0210.smt2,120.0,120.0,3.95,0.07
benchmark_0266.smt2,120.0,120.0,3.93,0.07
benchmark_0339.smt2,120.0,120.0,3.95,0.07
benchmark_0077.smt2,120.0,120.0,4.03,0.07
benchmark_0476.smt2,120.0,120.0,3.79,0.07
benchmark_0130.smt2,120.0,120.0,3.88,0.07
benchmark_0433.smt2,120.0,120.0,4.07,0.07
benchmark_0241.smt2,120.0,120.0,3.68,0.07
benchmark_0395.smt2,120.0,120.0,3.84,0.07
benchmark_0410.smt2,120.0,120.0,3.8,0.07
benchmark_0420.smt2,120.0,120.0,3.95,0.07
benchmark_0223.smt2,120.0,120.0,3.94,0.06
benchmark_0107.smt2,120.0,120.0,3.9,0.06
benchmark_0484.smt2,120.0,120.0,3.81,0.06
benchmark_0409.smt2,120.0,120.0,3.87,0.06
benchmark_0278.smt2,120.0,120.0,3.88,0.07
benchmark_0067.smt2,120.0,120.0,3.8,0.07
benchmark_0097.smt2,120.0,120.0,4.05,0.07
benchmark_0461.smt2,120.0,120.0,4.1,0.07
benchmark_0244.smt2,120.0,120.0,4.02,0.07
benchmark_0212.smt2,120.0,120.0,3.89,0.07
benchmark_0259.smt2,120.0,120.0,3.72,0.06
benchmark_0116.smt2,120.0,120.0,4.07,0.06
benchmark_0165.smt2,120.0,120.0,4.08,0.06
benchmark_0047.smt2,120.0,120.0,3.87,0.06
benchmark_0181.smt2,120.0,120.0,3.94,0.07
benchmark_0480.smt2,120.0,120.0,4.19,0.07
benchmark_0268.smt2,120.0,120.0,4.05,0.06
benchmark_0265.smt2,120.0,120.0,3.86,0.06
benchmark_0199.smt2,120.0,120.0,3.73,0.07
benchmark_0487.smt2,120.0,120.0,3.95,0.07
benchmark_0200.smt2,120.0,120.0,3.96,0.06
benchmark_0430.smt2,120.0,120.0,3.73,0.06
benchmark_0354.smt2,120.0,120.0,3.6,0.07
benchmark_0449.smt2,120.0,120.0,3.75,0.07
benchmark_0149.smt2,120.0,120.0,3.6,0.07
benchmark_0397.smt2,120.0,120.0,3.76,0.07
benchmark_0017.smt2,120.0,120.0,3.81,0.07
benchmark_0485.smt2,120.0,120.0,3.8,0.07
benchmark_0048.smt2,120.0,120.0,3.72,0.07
benchmark_0104.smt2,120.0,120.0,3.88,0.07
benchmark_0002.smt2,120.0,120.0,3.91,0.07
benchmark_0194.smt2,120.0,120.0,3.94,0.07
benchmark_0495.smt2,120.0,120.0,4.03,0.07
benchmark_0126.smt2,120.0,120.0,3.87,0.06
benchmark_0288.smt2,120.0,120.0,3.65,0.07
benchmark_0240.smt2,120.0,120.0,3.71,0.06
benchmark_0424.smt2,120.0,120.0,3.79,0.06
benchmark_0032.smt2,120.0,120.0,3.95,0.07
benchmark_0313.smt2,120.0,120.0,3.84,0.07
benchmark_0151.smt2,120.0,120.0,3.9,0.07
benchmark_0197.smt2,120.0,120.0,3.74,0.07
benchmark_0292.smt2,120.0,120.0,3.84,0.07
benchmark_0109.smt2,120.0,120.0,3.65,0.07
benchmark_0169.smt2,120.0,120.0,3.99,0.06
benchmark_0018.smt2,120.0,120.0,3.74,0.06
benchmark_0389.smt2,120.0,120.0,3.65,0.06
benchmark_0300.smt2,120.0,120.0,3.77,0.07
benchmark_0326.smt2,120.0,120.0,3.68,0.07
benchmark_0232.smt2,120.0,120.0,3.98,0.07
benchmark_0082.smt2,120.0,120.0,3.66,0.07
benchmark_0217.smt2,120.0,120.0,3.77,0.07
benchmark_0267.smt2,120.0,120.0,3.69,0.07
benchmark_0233.smt2,120.0,120.0,3.87,0.06
benchmark_0369.smt2,120.0,120.0,3.86,0.06
benchmark_0271.smt2,120.0,120.0,4.22,0.06
benchmark_0137.smt2,120.0,120.0,3.83,0.06
benchmark_0001.smt2,120.0,120.0,3.57,0.06
benchmark_0335.smt2,120.0,120.0,3.56,0.07
benchmark_0158.smt2,120.0,120.0,3.62,0.07
benchmark_0336.smt2,120.0,120.0,3.71,0.07
benchmark_0387.smt2,120.0,120.0,3.85,0.07
benchmark_0310.smt2,120.0,120.0,4.12,0.06
benchmark_0355.smt2,120.0,120.0,3.93,0.07
benchmark_0462.smt2,120.0,120.0,4.18,0.06
benchmark_0069.smt2,120.0,120.0,3.84,0.07
benchmark_0459.smt2,120.0,120.0,3.84,0.07
benchmark_0183.smt2,120.0,120.0,3.44,0.07
benchmark_0472.smt2,120.0,120.0,3.78,0.07
benchmark_0062.smt2,120.0,120.0,3.75,0.07
benchmark_0261.smt2,120.0,120.0,4.05,0.07
benchmark_0187.smt2,120.0,120.0,3.74,0.06
benchmark_0426.smt2,120.0,120.0,3.61,0.06
benchmark_0092.smt2,120.0,120.0,3.76,0.06
benchmark_0337.smt2,120.0,120.0,3.95,0.07
benchmark_0253.smt2,120.0,120.0,3.62,0.06
benchmark_0034.smt2,120.0,120.0,3.74,0.06
benchmark_0136.smt2,120.0,120.0,3.79,0.06
benchmark_0098.smt2,120.0,120.0,3.79,0.06
benchmark_0020.smt2,120.0,120.0,4.16,0.06
benchmark_0471.smt2,120.0,120.0,3.96,0.06
benchmark_0216.smt2,120.0,120.0,3.55,0.07
benchmark_0099.smt2,120.0,120.0,3.91,0.07
benchmark_0043.smt2,120.0,120.0,3.56,0.07
benchmark_0429.smt2,120.0,120.0,3.32,0.07
benchmark_0469.smt2,120.0,120.0,3.96,0.07
benchmark_0191.smt2,120.0,120.0,3.86,0.06
benchmark_0382.smt2,120.0,120.0,4.24,0.06
benchmark_0075.smt2,120.0,120.0,3.88,0.06
benchmark_0284.smt2,120.0,120.0,3.86,0.06
benchmark_0059.smt2,120.0,120.0,4.11,0.07
benchmark_0289.smt2,120.0,120.0,3.89,0.07
benchmark_0035.smt2,120.0,120.0,3.83,0.06
benchmark_0286.smt2,120.0,120.0,3.81,0.07
benchmark_0108.smt2,120.0,120.0,3.88,0.07
benchmark_0470.smt2,120.0,120.0,3.88,0.06
benchmark_0118.smt2,120.0,120.0,3.68,0.06
benchmark_0016.smt2,120.0,120.0,3.7,0.06
benchmark_0375.smt2,120.0,120.0,3.78,0.07
benchmark_0113.smt2,120.0,120.0,4.06,0.07
benchmark_0152.smt2,120.0,120.0,3.89,0.07
benchmark_0385.smt2,120.0,120.0,3.64,0.07
benchmark_0186.smt2,120.0,120.0,3.84,0.06
benchmark_0380.smt2,120.0,120.0,3.77,0.06
benchmark_0190.smt2,120.0,120.0,3.82,0.07
benchmark_0084.smt2,120.0,120.0,3.9,0.07
benchmark_0008.smt2,120.0,120.0,3.94,0.06
benchmark_0053.smt2,120.0,120.0,3.85,0.07
benchmark_0367.smt2,120.0,120.0,3.89,0.06
benchmark_0441.smt2,120.0,120.0,3.75,0.07
benchmark_0466.smt2,120.0,120.0,3.8,0.06
benchmark_0038.smt2,120.0,120.0,3.79,0.06
benchmark_0490.smt2,120.0,120.0,3.71,0.06
benchmark_0112.smt2,120.0,120.0,3.91,0.07
benchmark_0015.smt2,120.0,120.0,3.85,0.07
benchmark_0162.smt2,120.0,120.0,3.82,0.07
benchmark_0073.smt2,120.0,120.0,3.77,0.07
benchmark_0293.smt2,120.0,120.0,3.85,0.07
benchmark_0428.smt2,120.0,120.0,3.82,0.07
benchmark_0170.smt2,120.0,120.0,3.97,0.07
benchmark_0456.smt2,120.0,120.0,3.92,0.07
benchmark_0159.smt2,120.0,120.0,3.72,0.07
benchmark_0316.smt2,120.0,120.0,3.65,0.06
benchmark_0273.smt2,120.0,120.0,3.77,0.07
benchmark_0096.smt2,120.0,120.0,3.87,0.07
benchmark_0064.smt2,120.0,120.0,3.95,0.07
benchmark_0157.smt2,120.0,120.0,3.91,0.06
benchmark_0453.smt2,120.0,120.0,3.88,0.07
benchmark_0146.smt2,120.0,120.0,3.87,0.07
benchmark_0028.smt2,120.0,120.0,3.63,0.07
benchmark_0166.smt2,120.0,120.0,3.86,0.06
benchmark_0219.smt2,120.0,120.0,3.52,0.06
benchmark_0056.smt2,120.0,120.0,4.13,0.06
benchmark_0243.smt2,120.0,120.0,3.83,0.07
benchmark_0060.smt2,120.0,120.0,3.74,0.07
benchmark_0390.smt2,120.0,120.0,3.91,0.06
benchmark_0222.smt2,120.0,120.0,3.75,0.06
benchmark_0131.smt2,120.0,120.0,3.81,0.06
benchmark_0029.smt2,120.0,120.0,3.95,0.06
benchmark_0009.smt2,120.0,120.0,3.75,0.06
benchmark_0076.smt2,120.0,120.0,4.02,0.07
benchmark_0323.smt2,120.0,120.0,3.74,0.07
benchmark_0019.smt2,120.0,120.0,3.84,0.07
benchmark_0321.smt2,120.0,120.0,3.77,0.06
benchmark_0333.smt2,120.0,120.0,3.8,0.07
benchmark_0412.smt2,120.0,120.0,3.96,0.07
benchmark_0121.smt2,120.0,120.0,3.55,0.07
benchmark_0346.smt2,120.0,120.0,3.89,0.07
benchmark_0384.smt2,120.0,120.0,4.01,0.07
benchmark_0318.smt2,120.0,120.0,3.83,0.07
benchmark_0185.smt2,120.0,120.0,3.9,0.06
benchmark_0285.smt2,120.0,120.0,3.73,0.06
benchmark_0302.smt2,120.0,120.0,4.13,0.07
benchmark_0460.smt2,120.0,120.0,3.98,0.07
benchmark_0139.smt2,120.0,120.0,3.71,0.06
benchmark_0117.smt2,120.0,120.0,3.67,0.07
benchmark_0362.smt2,120.0,120.0,3.81,0.07
benchmark_0442.smt2,120.0,120.0,4.19,0.07
benchmark_0218.smt2,120.0,120.0,3.79,0.07
benchmark_0215.smt2,120.0,120.0,3.95,0.07
benchmark_0496.smt2,120.0,120.0,3.75,0.07
benchmark_0063.smt2,120.0,120.0,3.82,0.07
benchmark_0439.smt2,120.0,120.0,3.92,0.07
benchmark_0228.smt2,120.0,120.0,3.7,0.07
benchmark_0351.smt2,120.0,120.0,3.79,0.07
benchmark_0251.smt2,120.0,120.0,4.03,0.07
benchmark_0479.smt2,120.0,120.0,3.71,0.07
benchmark_0177.smt2,120.0,120.0,3.76,0.06
benchmark_0437.smt2,120.0,120.0,3.88,0.06
benchmark_0245.smt2,120.0,120.0,3.79,0.06
benchmark_0475.smt2,120.0,120.0,3.7,0.06
benchmark_0408.smt2,120.0,120.0,3.78,0.07
benchmark_0492.smt2,120.0,120.0,3.97,0.07
benchmark_0052.smt2,120.0,120.0,3.92,0.07
benchmark_0081.smt2,120.0,120.0,3.78,0.06
benchmark_0255.smt2,120.0,120.0,3.84,0.06
benchmark_0432.smt2,120.0,120.0,3.77,0.07
benchmark_0366.smt2,120.0,120.0,3.86,0.06
benchmark_0315.smt2,120.0,120.0,3.94,0.07
benchmark_0236.smt2,120.0,120.0,3.9,0.07
benchmark_0452.smt2,120.0,120.0,4.05,0.07
benchmark_0402.smt2,120.0,120.0,3.77,0.07
benchmark_0287.smt2,120.0,120.0,3.88,0.07
benchmark_0373.smt2,120.0,120.0,3.91,0.1
benchmark_0263.smt2,120.0,120.0,3.65,0.07
benchmark_0353.smt2,120.0,120.0,3.67,0.06
benchmark_0111.smt2,120.0,120.0,3.67,0.07
benchmark_0256.smt2,120.0,120.0,4.05,0.07
benchmark_0489.smt2,120.0,120.0,4.13,0.07
benchmark_0280.smt2,120.0,120.0,3.95,0.07
benchmark_0226.smt2,120.0,120.0,3.79,0.07
benchmark_0483.smt2,120.0,120.0,3.94,0.07
benchmark_0258.smt2,120.0,120.0,4.02,0.08
benchmark_0037.smt2,120.0,120.0,4.12,0.07
benchmark_0178.smt2,120.0,120.0,3.9,0.07
benchmark_0473.smt2,120.0,120.0,4.09,0.07
benchmark_0090.smt2,120.0,120.0,3.79,0.07
benchmark_0264.smt2,120.0,120.0,3.64,0.07
benchmark_0054.smt2,120.0,120.0,3.86,0.07
benchmark_0135.smt2,120.0,120.0,3.87,0.07
benchmark_0238.smt2,120.0,120.0,3.88,0.07
benchmark_0381.smt2,120.0,120.0,3.78,0.07
benchmark_0224.smt2,120.0,120.0,3.71,0.07
benchmark_0094.smt2,120.0,120.0,3.84,0.07
benchmark_0143.smt2,120.0,120.0,4.16,0.06
benchmark_0207.smt2,120.0,120.0,3.89,0.07
benchmark_0465.smt2,120.0,120.0,3.85,0.07
01_track_1.smt2,0.52,0.03,2.56,0.59
01_track_100.smt2,120.0,120.0,9.08,0.62
01_track_101.smt2,120.0,0.05,120.0,0.45
01_track_102.smt2,1.13,0.04,2.64,0.44
01_track_103.smt2,120.0,0.04,22.0,0.06
01_track_104.smt2,0.94,0.04,3.74,0.06
01_track_105.smt2,120.0,0.03,30.24,0.05
01_track_107.smt2,1.88,0.04,18.87,0.05
01_track_108.smt2,2.79,0.04,1.78,0.05
01_track_109.smt2,120.0,0.06,42.95,0.09
01_track_11.smt2,0.77,0.04,3.3,0.05
01_track_110.smt2,120.0,0.05,120.0,0.06
01_track_111.smt2,120.0,120.0,56.18,0.08
01_track_112.smt2,0.54,0.04,2.04,0.08
01_track_113.smt2,120.0,0.04,4.28,0.06
01_track_115.smt2,0.65,0.04,2.65,0.06
01_track_116.smt2,1.19,0.03,3.38,0.06
01_track_117.smt2,120.0,0.04,48.64,0.06
01_track_118.smt2,120.0,0.04,26.69,0.05
01_track_119.smt2,0.55,0.04,4.05,0.05
01_track_12.smt2,120.0,0.04,10.96,0.05
01_track_120.smt2,3.17,0.04,7.31,0.07
01_track_121.smt2,1.04,0.04,1.72,0.05
01_track_122.smt2,120.0,0.04,76.81,0.07
01_track_123.smt2,120.0,0.04,3.91,0.07
01_track_124.smt2,1.65,0.03,37.34,0.05
01_track_125.smt2,120.0,0.03,11.69,0.06
01_track_126.smt2,1.52,0.04,3.73,0.06
01_track_127.smt2,1.74,0.04,23.86,0.05
01_track_128.smt2,0.47,0.04,1.36,0.05
01_track_129.smt2,0.51,0.04,1.43,0.05
01_track_13.smt2,0.64,0.04,2.84,0.05
01_track_130.smt2,0.56,0.03,1.65,0.05
01_track_131.smt2,120.0,0.04,59.01,0.07
01_track_132.smt2,2.39,0.05,101.9,0.06
01_track_133.smt2,116.09,0.04,2.86,0.07
01_track_134.smt2,120.0,0.03,48.01,0.05
01_track_135.smt2,120.0,120.0,5.24,0.28
01_track_136.smt2,120.0,0.05,9.81,0.05
01_track_137.smt2,120.0,0.04,97.82,0.06
01_track_138.smt2,0.72,0.04,2.92,0.06
01_track_139.smt2,21.99,0.04,5.71,0.08
01_track_14.smt2,0.66,0.03,1.61,0.05
01_track_142.smt2,9.73,0.02,20.86,0.05
01_track_143.smt2,120.0,0.04,10.47,0.1
01_track_146.smt2,0.57,0.04,1.62,0.05
01_track_147.smt2,0.81,0.04,3.14,0.08
01_track_149.smt2,0.63,0.05,4.6,0.05
01_track_15.smt2,120.0,0.04,29.43,0.06
01_track_150.smt2,106.07,0.05,2.02,0.06
01_track_151.smt2,1.69,0.04,5.05,0.06
01_track_152.smt2,2.54,0.04,1.79,0.05
01_track_153.smt2,1.22,0.03,3.73,0.06
01_track_154.smt2,0.55,0.04,1.82,0.05
01_track_155.smt2,120.0,0.03,9.23,0.05
01_track_156.smt2,2.36,0.04,7.99,0.06
01_track_157.smt2,120.0,0.04,21.78,0.05
01_track_158.smt2,120.0,0.03,2.46,0.06
01_track_159.smt2,120.0,0.05,120.0,0.06
01_track_16.smt2,120.0,0.05,5.13,0.07
01_track_160.smt2,0.81,0.03,1.82,0.05
01_track_161.smt2,24.41,0.05,120.0,0.06
01_track_162.smt2,120.0,0.04,3.78,0.06
01_track_163.smt2,0.74,0.05,3.66,0.06
01_track_164.smt2,0.63,0.04,8.01,0.05
01_track_165.smt2,0.93,0.05,8.8,0.06
01_track_167.smt2,0.78,0.05,1.8,0.05
01_track_168.smt2,7.88,0.04,19.6,0.05
01_track_169.smt2,5.68,0.04,2.72,0.06
01_track_17.smt2,44.77,120.0,10.41,0.06
01_track_170.smt2,3.33,0.04,1.86,0.05
01_track_171.smt2,1.25,0.04,29.37,0.05
01_track_172.smt2,0.95,0.04,3.97,0.06
01_track_173.smt2,1.64,0.04,40.63,0.06
01_track_174.smt2,120.0,120.0,5.9,0.07
01_track_175.smt2,1.35,0.03,1.69,0.05
01_track_176.smt2,0.46,0.03,1.9,0.05
01_track_177.smt2,120.0,0.04,120.0,0.06
01_track_178.smt2,120.0,0.04,120.0,0.09
01_track_179.smt2,3.27,0.03,28.08,0.05
01_track_18.smt2,120.0,0.04,18.67,0.05
01_track_180.smt2,1.64,0.03,1.64,0.05
01_track_181.smt2,1.02,0.04,29.84,0.05
01_track_182.smt2,0.84,0.05,4.72,0.06
01_track_183.smt2,6.1,0.04,21.8,0.05
01_track_184.smt2,1.85,0.04,120.0,0.06
01_track_185.smt2,0.66,0.04,1.6,0.05
01_track_186.smt2,0.87,0.05,31.49,0.06
01_track_188.smt2,120.0,0.05,120.0,0.08
01_track_189.smt2,120.0,0.07,2.95,0.06
01_track_19.smt2,0.77,0.04,4.42,0.05
01_track_191.smt2,120.0,0.04,3.54,0.06
01_track_192.smt2,0.79,0.05,1.99,0.05
01_track_193.smt2,0.53,0.03,1.43,0.05
01_track_194.smt2,120.0,0.06,2.38,0.06
01_track_195.smt2,0.78,0.04,1.89,0.05
01_track_196.smt2,1.09,0.03,21.1,0.05
01_track_197.smt2,1.21,0.07,26.1,0.05
01_track_198.smt2,120.0,0.05,27.09,0.1
01_track_199.smt2,120.0,0.04,2.61,0.06
01_track_20.smt2,120.0,0.03,3.48,0.05
01_track_200.smt2,0.48,0.03,1.8,0.05
01_track_21.smt2,1.15,0.05,20.27,0.05
01_track_22.smt2,0.75,0.04,5.2,0.06
01_track_23.smt2,120.0,0.06,96.12,0.05
01_track_24.smt2,1.85,0.07,4.42,0.06
01_track_25.smt2,120.0,0.05,3.32,0.07
01_track_26.smt2,30.47,0.04,2.42,0.06
01_track_27.smt2,0.62,0.04,4.36,0.05
01_track_28.smt2,120.0,0.04,35.91,0.07
01_track_29.smt2,1.36,0.05,8.16,0.06
01_track_3.smt2,4.09,0.04,8.5,0.06
01_track_30.smt2,10.38,0.04,3.75,0.05
01_track_31.smt2,7.69,0.04,4.06,0.05
01_track_32.smt2,1.05,0.04,2.43,0.06
01_track_33.smt2,120.0,0.04,3.4,0.06
01_track_34.smt2,0.89,0.04,2.69,0.06
01_track_35.smt2,120.0,0.07,28.08,0.06
01_track_36.smt2,120.0,0.04,120.0,0.07
01_track_38.smt2,1.97,0.04,2.83,0.06
01_track_39.smt2,120.0,0.04,63.85,0.06
01_track_4.smt2,0.59,0.03,2.08,0.05
01_track_40.smt2,1.62,0.04,3.28,0.06
01_track_41.smt2,120.0,0.04,23.87,0.05
01_track_42.smt2,120.0,120.0,5.56,0.06
01_track_43.smt2,120.0,120.0,30.21,0.1
01_track_44.smt2,0.49,0.02,1.41,0.05
01_track_45.smt2,1.07,0.04,30.15,0.05
01_track_46.smt2,120.0,0.05,10.19,0.06
01_track_48.smt2,0.58,0.04,2.39,0.05
01_track_49.smt2,0.82,0.04,1.62,0.05
01_track_5.smt2,0.9,0.04,19.35,0.05
01_track_51.smt2,1.23,0.03,24.06,0.05
01_track_52.smt2,1.7,0.04,1.74,0.04
01_track_53.smt2,120.0,0.08,4.57,0.06
01_track_54.smt2,120.0,0.04,23.68,0.06
01_track_55.smt2,120.0,0.04,5.14,0.14
01_track_56.smt2,1.73,0.03,3.27,0.06
01_track_57.smt2,1.21,0.04,10.36,0.05
01_track_58.smt2,1.67,0.05,4.12,0.06
01_track_59.smt2,120.0,0.05,5.1,0.06
01_track_6.smt2,120.0,0.06,5.37,0.06
01_track_60.smt2,120.0,0.05,2.73,0.07
01_track_61.smt2,1.2,0.04,2.09,0.05
01_track_62.smt2,0.77,0.04,1.61,0.05
01_track_63.smt2,1.74,0.04,3.97,0.06
01_track_64.smt2,120.0,0.05,59.85,0.06
01_track_65.smt2,1.71,0.05,3.23,0.06
01_track_66.smt2,0.69,0.04,6.6,0.05
01_track_67.smt2,5.09,0.04,7.28,0.06
01_track_68.smt2,120.0,0.03,10.26,0.05
01_track_69.smt2,120.0,0.04,9.25,0.07
01_track_7.smt2,1.23,0.04,6.23,0.06
01_track_70.smt2,120.0,0.04,105.08,0.06
01_track_72.smt2,120.0,0.04,8.91,0.06
01_track_73.smt2,120.0,0.03,11.56,0.05
01_track_74.smt2,1.61,0.03,6.44,0.06
01_track_75.smt2,19.02,0.04,3.78,0.05
01_track_77.smt2,120.0,0.05,4.6,0.13
01_track_78.smt2,0.67,0.02,1.71,0.05
01_track_79.smt2,3.9,0.03,10.6,0.05
01_track_8.smt2,6.2,0.04,3.28,0.06
01_track_81.smt2,1.74,0.04,9.82,0.06
01_track_82.smt2,120.0,120.0,3.83,0.06
01_track_83.smt2,0.58,0.04,1.7,0.05
01_track_84.smt2,0.95,0.04,3.11,0.06
01_track_85.smt2,5.49,0.03,9.8,0.05
01_track_86.smt2,0.75,0.05,28.42,0.05
01_track_87.smt2,120.0,0.04,4.21,0.06
01_track_88.smt2,11.77,0.1,4.1,0.06
01_track_89.smt2,0.52,0.03,1.77,0.05
01_track_9.smt2,0.89,0.04,5.96,0.06
01_track_91.smt2,120.0,0.04,10.2,0.05
01_track_92.smt2,120.0,0.04,21.11,0.05
01_track_93.smt2,120.0,0.04,26.63,0.05
01_track_94.smt2,2.44,0.03,1.94,0.05
01_track_95.smt2,120.0,0.04,4.27,0.05
01_track_97.smt2,0.87,0.04,2.01,0.06
01_track_98.smt2,1.59,0.04,10.34,0.05
01_track_99.smt2,0.74,0.04,29.07,0.05
02_track_1.smt2,120.0,120.0,5.68,0.09
02_track_2.smt2,120.0,120.0,120.0,1.82
02_track_3.smt2,120.0,120.0,120.0,15.92
02_track_4.smt2,120.0,120.0,120.0,120.0
02_track_5.smt2,120.0,120.0,3.89,0.06
02_track_6.smt2,120.0,120.0,69.61,0.29
02_track_7.smt2,120.0,120.0,120.0,120.0
02_track_8.smt2,120.0,0.06,2.19,0.06
02_track_9.smt2,120.0,120.0,120.0,120.0
03_track_1.smt2,120.0,0.06,2.36,0.05
03_track_10.smt2,1.06,0.08,1.95,0.05
03_track_100.smt2,0.78,0.04,2.13,0.06
03_track_101.smt2,1.63,0.04,2.52,0.06
03_track_102.smt2,0.77,0.04,2.16,0.06
03_track_103.smt2,120.0,0.04,1.83,0.06
03_track_104.smt2,0.56,0.04,1.81,0.06
03_track_105.smt2,0.61,0.05,1.84,0.05
03_track_106.smt2,0.55,0.04,1.9,0.05
03_track_107.smt2,0.65,0.05,2.1,0.05
03_track_108.smt2,0.68,0.04,1.98,0.05
03_track_109.smt2,120.0,0.05,22.5,0.06
03_track_11.smt2,0.62,0.06,1.39,0.05
03_track_110.smt2,120.0,120.0,2.24,0.06
03_track_111.smt2,4.26,0.05,2.32,0.05
03_track_119.smt2,1.31,0.06,2.85,0.06
03_track_12.smt2,0.62,0.06,1.51,0.05
03_track_120.smt2,1.48,0.05,2.08,0.05
03_track_121.smt2,120.0,0.21,59.54,0.07
03_track_122.smt2,120.0,0.07,6.24,0.06
03_track_123.smt2,76.03,0.08,57.66,0.06
03_track_124.smt2,120.0,0.05,27.38,0.05
03_track_125.smt2,3.6,0.06,29.8,0.06
03_track_126.smt2,0.65,0.03,1.66,0.06
03_track_127.smt2,0.66,0.04,1.67,0.05
03_track_128.smt2,120.0,0.04,2.12,0.05
03_track_129.smt2,0.84,0.04,2.21,0.06
03_track_13.smt2,0.66,0.05,1.57,0.05
03_track_130.smt2,11.59,0.05,2.62,0.06
03_track_131.smt2,111.15,0.07,20.69,0.05
03_track_137.smt2,7.24,0.06,5.32,0.06
03_track_138.smt2,120.0,0.1,120.0,0.07
03_track_139.smt2,120.0,0.15,120.0,0.08
03_track_14.smt2,0.6,0.07,1.41,0.05
03_track_140.smt2,120.0,0.1,120.0,0.07
03_track_141.smt2,120.0,0.05,2.29,0.06
03_track_142.smt2,120.0,0.17,120.0,0.09
03_track_143.smt2,120.0,0.14,120.0,0.09
03_track_144.smt2,0.55,0.04,1.63,0.05
03_track_145.smt2,120.0,0.18,120.0,77.98
03_track_146.smt2,52.19,0.08,3.47,0.07
03_track_147.smt2,0.67,0.04,2.16,0.06
03_track_148.smt2,120.0,0.05,2.12,0.06
03_track_154.smt2,120.0,120.0,120.0,0.07
03_track_155.smt2,120.0,0.12,120.0,0.14
03_track_156.smt2,120.0,0.14,120.0,0.07
03_track_157.smt2,120.0,0.1,120.0,0.07
03_track_158.smt2,120.0,0.08,5.58,0.06
03_track_159.smt2,2.7,0.06,21.52,0.06
03_track_16.smt2,120.0,0.08,1.51,0.06
03_track_160.smt2,120.0,0.05,3.36,0.06
03_track_161.smt2,1.49,0.05,2.89,0.06
03_track_162.smt2,120.0,0.05,3.0,0.06
